ingredient,default_portion,default_portion_in_grams,Calcium_(MG)_per_100G,Carbohydrates_(G)_per_100G,Iron_(MG)_per_100G,Lipid_(G)_per_100G,Magnesium_(MG)_per_100G,Protein_(G)_per_100G,Sodium_(MG)_per_100G,Vitamin_A_(UG)_per_100G,Vitamin_C_(MG)_per_100G,Vitamin_D_(UG)_per_100G
Nutella sandwich on wheat bread,Quantity not specified,90.0,143.0,51.31,3.58,12.93,59.0,9.32,301.0,0.0,0.1,0.0
Nutella sandwich on white bread,Quantity not specified,90.0,175.0,53.78,3.72,12.68,40.0,8.03,308.0,0.0,0.0,0.0
Nutrition bar (Balance Original Bar),Quantity not specified,50.0,543.0,48.73,10.9,12.0,119.0,28.0,253.0,1496.0,11.2,1.6
Nutrition bar (Clif Bar),1 miniature bar,28.0,368.0,65.44,6.62,5.88,147.0,14.71,195.0,1.0,88.2,0.0
Nutrition bar (Clif Kids Organic Zbar),Quantity not specified,36.0,444.0,74.72,2.7,9.72,82.0,5.55,375.0,0.0,39.1,0.0
Nutrition bar (PowerBar),Quantity not specified,68.0,504.0,69.63,11.7,3.11,248.0,14.15,308.0,0.0,92.3,0.0
Nutrition bar (Slim Fast Original Meal Bar),Quantity not specified,56.0,668.0,60.21,4.98,8.92,250.0,16.19,253.0,940.0,96.6,5.4
Nutrition bar (Snickers Marathon Protein Bar),Quantity not specified,80.0,625.0,50.5,10.13,12.5,175.0,25.0,238.0,652.0,75.0,3.8
Nutrition bar (South Beach Living High Protein Bar),1 bar,35.0,322.0,38.4,5.4,15.17,71.0,30.34,436.0,391.0,27.9,0.0
Nutrition bar (South Beach Living Meal Bar),Quantity not specified,50.0,668.0,60.21,4.98,8.92,250.0,16.19,253.0,940.0,96.6,5.4
Nutrition bar (Tiger's Milk),1 king size bar,55.0,429.0,56.46,10.28,14.29,336.0,16.8,168.0,1.0,16.8,0.0
Nutrition bar (Zone Perfect Classic Crunch),1 snack size bar,20.0,200.0,45.0,3.6,14.0,80.0,30.0,444.0,1050.0,120.0,0.0
"Nutrition bar or meal replacement bar, NFS",Quantity not specified,34.0,284.0,55.22,5.11,9.94,114.0,22.36,320.0,526.0,104.1,0.0
"Nutritional drink or shake, high protein, light, ready-to-drink, NFS",Quantity not specified,248.0,135.0,17.29,1.73,5.38,38.0,5.38,77.0,84.0,23.1,2.3
"Nutritional drink or shake, high protein, ready-to-drink (Slim Fast)",Quantity not specified,341.0,130.0,0.85,0.96,3.38,44.0,6.59,72.0,171.0,19.4,1.1
"Nutritional drink or shake, high protein, ready-to-drink, NFS",1 single serving box (17 fl oz) Myoplex,544.0,130.0,0.85,0.96,3.38,44.0,6.59,72.0,171.0,19.4,1.1
"Nutritional drink or shake, liquid, soy-based",Quantity not specified,247.0,135.0,17.29,1.73,5.38,38.0,5.38,77.0,84.0,23.1,2.3
"Nutritional drink or shake, ready-to-drink (Boost Plus)",1 fl oz,32.0,135.0,17.29,1.73,5.38,38.0,5.38,77.0,84.0,23.1,2.3
"Nutritional drink or shake, ready-to-drink (Boost)",1 bottle (8 fl oz),256.0,127.0,17.3,1.9,1.69,42.0,4.22,63.0,158.0,25.3,2.5
"Nutritional drink or shake, ready-to-drink (Carnation Instant Breakfast)",Quantity not specified,341.0,146.0,12.91,1.69,2.04,40.0,5.51,84.0,132.0,10.2,1.0
"Nutritional drink or shake, ready-to-drink (Ensure Plus)",1 can,252.0,79.0,19.88,1.79,4.52,40.0,5.16,95.0,149.0,11.9,1.0
"Nutritional drink or shake, ready-to-drink (Ensure)",1 cup,252.0,127.0,16.88,1.9,2.53,42.0,3.8,84.0,158.0,12.7,1.1
"Nutritional drink or shake, ready-to-drink (Muscle Milk)",1 fl oz,32.0,69.0,2.28,1.3,2.17,20.0,5.87,95.0,88.0,27.6,0.7
"Nutritional drink or shake, ready-to-drink (Slim Fast)",1 can (11 fl oz),341.0,161.0,7.74,0.87,1.93,45.0,3.32,68.0,170.0,19.4,1.1
"Nutritional drink or shake, ready-to-drink, NFS",1 fl oz,31.0,127.0,16.88,1.9,2.53,42.0,3.8,84.0,158.0,12.7,1.1
"Nutritional drink or shake, ready-to-drink, light (Muscle Milk)",1 bottle (14 fl oz),448.0,117.0,2.1,1.15,1.15,28.0,4.78,27.0,100.0,4.0,0.7
"Nutritional drink or shake, ready-to-drink, sugar free (Glucerna)",1 bottle (8 fl oz),248.0,110.0,11.88,1.98,3.08,44.0,4.4,92.0,165.0,26.4,1.1
"Nutritional drink or shake, ready-to-drink, sugar free (Slim Fast)",1 cup,248.0,161.0,7.74,0.87,1.93,45.0,3.32,68.0,170.0,19.4,1.1
Nutritional powder mix (Carnation Instant Breakfast),Quantity not specified,37.0,285.0,66.2,12.82,1.4,228.0,19.9,385.0,625.0,76.9,0.0
Nutritional powder mix (EAS Soy Protein Powder),1 scoop EAS Whey,44.0,95.0,43.94,6.43,3.57,22.0,47.62,452.0,0.0,0.0,0.0
Nutritional powder mix (EAS Whey Protein Powder),1 scoop EAS Whey,19.5,256.0,17.95,0.92,5.13,181.0,66.67,385.0,15.0,0.8,0.0
Nutritional powder mix (Isopure),"1 scoop, NFS",26.0,698.0,29.07,1.26,1.16,233.0,58.14,372.0,872.0,34.9,0.0
Nutritional powder mix (Muscle Milk),1 scoop,35.0,500.0,18.5,8.57,17.14,200.0,45.71,329.0,750.0,30.0,5.0
Nutritional powder mix (Slim Fast),Quantity not specified,26.0,364.0,73.92,0.68,13.34,385.0,8.13,472.0,1034.0,1.3,9.6
"Nutritional powder mix, NFS",Quantity not specified,34.0,285.0,66.2,12.82,1.4,228.0,19.9,385.0,625.0,76.9,0.0
"Nutritional powder mix, high protein (Herbalife)",1 scoop,12.5,714.0,20.38,22.5,10.71,500.0,53.57,1214.0,1875.0,75.0,12.5
"Nutritional powder mix, high protein (Slim Fast)",Quantity not specified,26.0,1039.0,50.0,24.84,13.46,473.0,27.87,495.0,865.0,103.8,9.6
"Nutritional powder mix, high protein, NFS",1 scoop Joe Weider's,45.0,714.0,20.38,22.5,10.71,500.0,53.57,1214.0,1875.0,75.0,12.5
"Nutritional powder mix, light (Muscle Milk)",Quantity not specified,50.0,1200.0,22.0,12.0,12.0,280.0,50.0,250.0,1050.0,42.0,7.0
"Nutritional powder mix, protein, NFS",1 scoop,31.0,469.0,6.25,1.13,1.56,195.0,78.13,156.0,0.0,0.0,0.0
"Nutritional powder mix, protein, light, NFS",1 tablespoon,4.0,1200.0,22.0,12.0,12.0,280.0,50.0,250.0,1050.0,42.0,7.0
"Nutritional powder mix, protein, soy based, NFS",Quantity not specified,36.0,178.0,28.89,12.0,5.56,64.0,55.56,733.0,0.0,0.0,0.0
"Nutritional powder mix, sugar free (Carnation Instant Breakfast)",1 envelope,20.0,500.0,41.0,2.3,5.1,410.0,35.8,717.0,2686.0,138.0,0.0
"Nutritional powder mix, sugar free (Slim Fast)",1 scoop,14.0,364.0,73.92,0.68,13.34,385.0,8.13,472.0,1034.0,1.3,9.6
"Nutritional powder mix, whey based, NFS",1 scoop NOW Foods,32.0,469.0,6.25,1.13,1.56,195.0,78.13,156.0,0.0,0.0,0.0
"Nuts, NFS",Quantity not specified,28.0,93.0,20.9,2.76,53.82,196.0,19.59,313.0,1.0,0.4,0.0
"Oat bran cereal, cooked","1 oz, dry, yields",150.0,14.0,12.28,0.95,1.3,45.0,3.21,69.0,0.0,0.0,0.0
Oat milk,Quantity not specified,244.0,155.0,5.37,0.21,2.33,8.0,0.66,43.0,0.0,0.0,1.7
"Oatmeal, NFS","1 cup, dry, yields",485.0,12.0,11.17,0.67,2.63,24.0,2.18,81.0,16.0,0.0,0.0
"Oatmeal, fast food, flavored",1 fast food order,240.0,31.0,20.34,0.7,2.33,24.0,2.4,163.0,11.0,0.1,0.0
"Oatmeal, fast food, plain",1 fast food order,240.0,25.0,11.9,0.68,2.54,25.0,2.6,93.0,12.0,0.1,0.0
"Oatmeal, instant, fruit flavored, fat added",Quantity not specified,240.0,66.0,19.51,2.55,3.4,23.0,2.29,145.0,192.0,0.0,0.1
"Oatmeal, instant, fruit flavored, no added fat",1 Keurig cup,170.0,67.0,20.09,2.62,1.19,24.0,2.34,131.0,174.0,0.0,0.0
"Oatmeal, instant, maple flavored, fat added","1 packet, dry, yields",163.0,69.0,19.64,2.65,3.45,24.0,2.38,150.0,200.0,0.0,0.1
"Oatmeal, instant, maple flavored, no added fat",1 Keurig cup,170.0,70.0,20.23,2.73,1.25,24.0,2.44,136.0,183.0,0.0,0.0
"Oatmeal, instant, plain, made with milk, fat added",Quantity not specified,240.0,163.0,16.52,4.53,5.4,33.0,4.81,90.0,212.0,0.1,0.9
"Oatmeal, instant, plain, made with milk, no added fat",Quantity not specified,240.0,168.0,17.07,4.68,3.04,34.0,4.96,73.0,193.0,0.1,0.9
"Oatmeal, instant, plain, made with non-dairy milk, fat added","1 oz, cooked",28.35,185.0,15.12,4.78,4.98,31.0,3.09,99.0,195.0,0.0,0.8
"Oatmeal, instant, plain, made with non-dairy milk, no added fat","1 packet, dry, yields",148.0,190.0,15.62,4.93,2.6,32.0,3.18,83.0,175.0,0.0,0.8
"Oatmeal, instant, plain, made with water, fat added",1 Keurig cup,170.0,67.0,12.74,4.53,3.72,24.0,2.2,63.0,167.0,0.0,0.1
"Oatmeal, instant, plain, made with water, no added fat","1 packet, dry, yields",148.0,69.0,13.15,4.68,1.3,25.0,2.26,45.0,146.0,0.0,0.0
"Oatmeal, multigrain","1 cup, dry, yields",485.0,9.0,12.19,0.46,0.46,20.0,2.12,70.0,0.0,0.0,0.0
"Oatmeal, reduced sugar","1 packet, dry, yields",170.0,70.0,16.62,3.73,1.28,25.0,2.35,90.0,164.0,0.0,0.0
"Oatmeal, regular or quick, made with milk, fat added",Quantity not specified,240.0,133.0,15.95,0.67,4.75,35.0,5.48,115.0,73.0,0.1,1.1
"Oatmeal, regular or quick, made with milk, no added fat","1 cup, cooked",240.0,135.0,16.23,0.68,3.25,35.0,5.56,105.0,58.0,0.1,1.1
"Oatmeal, regular or quick, made with non-dairy milk, fat added","1 oz, dry, yields",170.0,160.0,14.18,0.98,4.21,33.0,3.31,127.0,51.0,0.0,1.0
"Oatmeal, regular or quick, made with non-dairy milk, no added fat","1 cup, dry, yields",485.0,163.0,14.42,1.0,2.71,33.0,3.35,117.0,36.0,0.0,1.0
"Oatmeal, regular or quick, made with water, fat added",Quantity not specified,240.0,12.0,11.17,0.67,2.63,24.0,2.18,81.0,16.0,0.0,0.0
"Oatmeal, regular or quick, made with water, no added fat","1 cup, dry, yields",485.0,12.0,11.36,0.68,1.09,24.0,2.21,70.0,0.0,0.0,0.0
"Oats, raw",Quantity not specified,10.0,52.0,67.7,4.25,6.52,138.0,13.15,6.0,0.0,0.0,0.0
Octopus,Quantity not specified,85.0,55.0,13.39,4.92,12.96,28.0,13.25,518.0,35.0,3.0,0.0
"Octopus salad, Puerto Rican style",1 cup,180.0,44.0,5.56,3.3,11.95,24.0,9.67,129.0,38.0,8.9,0.0
"Oil or table fat, NFS",1 cup,224.0,10.0,0.18,0.1,87.67,1.0,0.29,296.0,391.0,0.0,0.9
"Okra, NS as to form, cooked",Quantity not specified,83.0,86.0,7.76,0.65,2.94,59.0,2.02,137.0,48.0,20.4,0.0
"Okra, fresh, cooked, fat added",Quantity not specified,83.0,86.0,7.76,0.65,2.94,59.0,2.02,137.0,48.0,20.4,0.0
"Okra, fresh, cooked, no added fat",1 cup,160.0,88.0,7.99,0.66,0.2,61.0,2.07,132.0,37.0,21.0,0.0
"Okra, frozen, cooked, fat added",1 cup,190.0,72.0,6.21,0.51,2.78,39.0,1.59,124.0,26.0,9.3,0.0
"Okra, frozen, cooked, no added fat",Quantity not specified,93.0,74.0,6.39,0.52,0.24,40.0,1.62,119.0,15.0,9.6,0.0
"Okra, pickled",1 pod,11.0,70.0,11.04,0.52,0.17,47.0,1.6,950.0,28.0,16.2,0.0
Old fashioned,1 drink,180.0,10.0,6.11,0.06,0.04,2.0,0.16,4.0,2.0,8.6,0.0
Olive oil,1 tablespoon,14.0,1.0,0.0,0.56,100.0,0.0,0.0,2.0,0.0,0.0,0.0
Olive tapenade,Quantity not specified,32.0,60.0,4.17,3.4,30.05,5.0,0.73,835.0,14.0,0.4,0.0
"Olives, NFS",Quantity not specified,15.0,88.0,6.04,6.28,10.9,4.0,0.84,735.0,17.0,0.9,0.0
"Olives, black",1 olive,5.0,88.0,6.04,6.28,10.9,4.0,0.84,735.0,17.0,0.9,0.0
"Olives, green",1 cup,135.0,52.0,3.84,0.49,15.32,11.0,1.03,1556.0,20.0,0.0,0.0
"Olives, stuffed",1 cup,135.0,121.0,4.96,0.31,12.9,12.0,1.15,1620.0,25.0,0.0,0.0
"Onion dip, light",Quantity not specified,60.0,74.0,11.87,0.1,12.36,7.0,2.0,481.0,44.0,0.9,0.2
"Onion dip, regular",Quantity not specified,60.0,65.0,3.92,0.1,35.77,7.0,2.15,563.0,73.0,0.9,0.2
"Onion dip, yogurt based",Quantity not specified,60.0,93.0,4.06,0.08,12.91,10.0,6.82,507.0,66.0,1.1,0.2
Onion flavored rings,1 small single serving bag,28.0,29.0,65.1,3.72,22.6,28.0,7.7,950.0,8.0,1.8,0.0
"Onions, cooked, fat added",Quantity not specified,108.0,27.0,10.64,0.24,3.11,11.0,1.26,147.0,13.0,7.2,0.0
"Onions, cooked, no added fat",1 whole,148.0,27.0,10.96,0.25,0.12,12.0,1.29,141.0,0.0,7.4,0.0
"Onions, for use on a sandwich",Guideline amount on large sandwich,30.0,17.0,8.46,0.24,0.08,9.0,0.86,1.0,0.0,8.2,0.0
"Onions, green, cooked",1 whole,15.0,83.0,8.37,1.69,3.21,23.0,2.09,161.0,67.0,18.2,0.0
"Onions, green, raw",Quantity not specified,15.0,72.0,7.34,1.48,0.19,20.0,1.83,16.0,50.0,18.8,0.0
"Onions, pearl, cooked",1 cup,185.0,27.0,6.49,0.33,2.59,8.0,0.7,129.0,11.0,4.9,0.0
"Onions, raw",Quantity not specified,15.0,17.0,8.46,0.24,0.08,9.0,0.86,1.0,0.0,8.2,0.0
Opossum,1 cup,135.0,17.0,0.0,4.6,10.12,34.0,29.96,365.0,0.0,0.0,0.0
Orange Blossom,1 drink,225.0,42.0,9.32,0.06,0.26,8.0,0.57,2.0,1.0,21.2,0.3
Orange chicken,1 cup,252.0,14.0,22.46,0.94,12.68,20.0,14.46,553.0,75.0,0.9,0.1
"Orange juice beverage, 40-50% juice, light",1 fl oz (with ice),23.0,0.0,5.42,0.0,0.0,10.0,0.21,4.0,10.0,30.0,0.0
"Orange juice, 100%,  freshly squeezed",1 fl oz (no ice),31.0,9.0,10.01,0.07,0.36,10.0,0.81,0.0,2.0,30.5,0.0
"Orange juice, 100%, NFS",1 individual school container,124.0,56.0,10.17,0.06,0.34,10.0,0.77,2.0,2.0,28.7,0.4
"Orange juice, 100%, canned, bottled or in a carton",1 bottle (10 fl oz),310.0,11.0,10.18,0.06,0.34,10.0,0.77,2.0,2.0,28.7,0.0
"Orange juice, 100%, frozen, not reconstituted",1 fl oz,36.0,38.0,35.19,0.33,0.25,35.0,2.4,7.0,13.0,144.8,0.0
"Orange juice, 100%, frozen, reconstituted",1 fl oz (with ice),23.0,13.0,10.04,0.09,0.07,11.0,0.68,5.0,4.0,41.3,0.0
"Orange juice, 100%, with calcium added, canned, bottled or in a carton",1 bottle (8 fl oz),248.0,141.0,10.17,0.06,0.34,10.0,0.77,2.0,2.0,28.7,1.0
"Orange juice, 100%, with calcium added, frozen, reconstituted",1 fl oz (no ice),31.0,167.0,9.67,0.09,0.07,11.0,0.68,5.0,4.0,41.4,0.0
"Orange, canned, NFS",Quantity not specified,125.0,11.0,11.82,0.26,0.04,11.0,0.6,5.0,42.0,33.3,0.0
"Orange, canned, in syrup",1 section/slice,8.0,10.0,14.07,0.26,0.04,10.0,0.59,5.0,41.0,32.5,0.0
"Orange, canned, juice pack",1 section/slice,8.0,11.0,9.57,0.27,0.03,11.0,0.62,5.0,43.0,34.2,0.0
"Orange, raw",1 fruit,154.0,42.0,11.78,0.22,0.14,10.0,0.92,4.0,11.0,56.2,0.0
Ostrich,1 cup,135.0,8.0,0.0,3.4,7.01,23.0,25.93,402.0,0.0,0.0,0.1
Oyster sauce,Quantity not specified,16.0,32.0,10.92,0.18,0.25,4.0,1.35,2733.0,0.0,0.1,0.0
Oysters Rockefeller,1 oyster,30.0,106.0,9.38,3.36,7.53,47.0,7.64,430.0,280.0,1.2,0.0
"Oysters, baked or broiled",Quantity not specified,85.0,74.0,3.39,5.73,6.66,22.0,7.11,321.0,36.0,0.0,0.0
"Oysters, canned",1 cup,225.0,49.0,4.25,7.28,2.68,59.0,7.67,122.0,98.0,5.4,0.0
"Oysters, fried",Quantity not specified,85.0,59.0,13.79,4.4,13.47,19.0,6.26,408.0,12.0,0.0,0.0
"Oysters, raw",1 oyster,15.0,59.0,2.72,4.61,1.71,18.0,5.71,85.0,13.0,0.0,0.0
"Oysters, steamed",1 oyster,15.0,75.0,3.44,5.84,2.16,23.0,7.23,108.0,16.0,0.0,0.0
Pad Thai with chicken,Quantity not specified,200.0,21.0,14.36,0.68,7.5,25.0,8.13,384.0,18.0,4.8,0.2
Pad Thai with meat,1 cup,200.0,20.0,14.73,0.96,7.92,24.0,8.18,337.0,17.0,5.0,0.2
Pad Thai with seafood,1 cup,200.0,33.0,15.05,0.61,6.82,27.0,6.84,349.0,31.0,4.9,0.2
"Pad Thai, NFS",Quantity not specified,200.0,21.0,14.36,0.68,7.5,25.0,8.13,384.0,18.0,4.8,0.2
"Pad Thai, meatless",1 cup,200.0,65.0,16.34,1.17,9.2,29.0,5.79,344.0,18.0,5.1,0.2
Paella with seafood,Quantity not specified,300.0,18.0,16.44,1.2,4.76,14.0,8.03,609.0,25.0,10.6,0.0
"Paella, NFS",1 cup,240.0,19.0,15.77,1.27,7.17,15.0,9.53,737.0,16.0,3.0,0.1
Pakora,Quantity not specified,48.0,19.0,16.24,1.12,4.77,22.0,4.92,380.0,3.0,3.5,0.0
Palak Paneer,Quantity not specified,100.0,60.0,4.28,0.55,7.02,38.0,5.42,242.0,123.0,9.2,0.0
"Palm hearts, cooked",Quantity not specified,73.0,18.0,24.8,1.64,2.74,10.0,2.62,135.0,14.0,6.6,0.0
"Pan Dulce, no topping",1 medium,76.0,86.0,56.38,2.87,11.58,24.0,9.42,228.0,5.0,1.2,0.0
"Pan Dulce, with fruit, no frosting",1 small,54.0,72.0,50.9,1.6,16.4,17.0,6.2,304.0,62.0,2.0,0.0
"Pan Dulce, with raisins and icing",1 roll,93.0,77.0,58.57,2.58,11.39,23.0,8.29,214.0,4.0,1.1,0.0
"Pan Dulce, with sugar topping",1 small,70.0,84.0,56.35,2.69,12.82,23.0,8.73,235.0,31.0,1.1,0.1
"Pan dulce, NFS",1 medium,93.0,85.0,56.36,2.78,12.2,23.0,9.07,231.0,18.0,1.2,0.1
Pancake syrup,1 cup,320.0,5.0,69.6,0.07,0.1,2.0,0.0,61.0,0.0,0.0,0.0
"Pancake syrup, light",1 tablespoon,15.0,10.0,44.55,0.03,0.0,2.0,0.0,178.0,0.0,0.0,0.0
"Pancakes and sausage, frozen meal",1 Jimmy Dean Flapstick,70.0,49.0,27.92,1.72,13.85,15.0,9.0,574.0,81.0,0.2,0.5
"Pancakes, NFS",1 medium pancake,50.0,206.0,35.32,1.45,12.07,20.0,7.41,508.0,77.0,0.0,1.0
"Pancakes, chocolate",1 small pancake,20.0,209.0,41.18,1.68,15.94,29.0,7.68,438.0,75.0,0.0,0.8
"Pancakes, chocolate, fast food / restaurant",1 miniature/bite size pancake,10.0,203.0,40.02,1.63,18.68,28.0,7.46,470.0,73.0,0.0,0.8
"Pancakes, chocolate, frozen","1 frozen pancake, NFS",40.0,84.0,38.83,5.5,7.97,16.0,5.35,442.0,412.0,0.2,0.0
"Pancakes, fruit",1 small pancake,20.0,162.0,30.63,1.18,9.54,17.0,5.86,395.0,60.0,0.6,0.7
"Pancakes, fruit, fast food / restaurant",1 medium pancake,50.0,158.0,29.82,1.15,12.28,16.0,5.71,426.0,58.0,0.5,0.7
"Pancakes, fruit, frozen",1 pouch,80.0,74.0,36.47,5.4,6.52,14.0,4.99,438.0,409.0,0.3,0.0
"Pancakes, gluten free",1 medium pancake,50.0,39.0,40.32,0.7,4.55,34.0,3.31,331.0,0.0,0.3,0.0
"Pancakes, plain",Quantity not specified,100.0,206.0,35.32,1.45,12.07,20.0,7.41,508.0,77.0,0.0,1.0
"Pancakes, plain, fast food / restaurant",1 surface inch,1.9,199.0,34.14,1.41,15.48,19.0,7.16,544.0,74.0,0.0,0.9
"Pancakes, plain, frozen",Quantity not specified,80.0,78.0,37.75,5.67,6.83,14.0,5.23,461.0,430.0,0.3,0.0
"Pancakes, plain, reduced fat",1 large pancake,90.0,211.0,36.1,1.48,9.74,20.0,7.57,519.0,78.0,0.0,1.0
"Pancakes, pumpkin",1 miniature/bite size pancake,10.0,176.0,30.95,1.48,10.08,21.0,6.37,423.0,219.0,0.9,0.8
"Pancakes, school",1 miniature/bite size pancake,10.0,78.0,40.43,6.16,6.57,74.0,6.26,415.0,408.0,0.3,0.0
"Pancakes, whole grain",1 extra large pancake,150.0,138.0,32.9,3.15,12.29,42.0,7.86,722.0,79.0,0.0,1.0
"Pancakes, whole grain, fast food / restaurant",1 large pancake,90.0,133.0,31.76,3.05,15.8,41.0,7.59,751.0,76.0,0.0,1.0
"Pancakes, whole grain, frozen",1 miniature/bite size pancake,10.0,78.0,38.55,5.82,6.75,32.0,5.54,447.0,417.0,0.2,0.0
"Pancakes, whole grain, reduced fat",1 silver dollar pancake,20.0,141.0,33.65,3.22,9.89,43.0,8.04,738.0,81.0,0.0,1.0
Pannetone,Quantity not specified,27.0,55.0,53.75,2.86,8.39,24.0,9.76,325.0,73.0,0.7,0.5
"Papad, grilled or broiled",Quantity not specified,9.0,143.0,59.87,7.8,3.25,271.0,25.56,1745.0,13.0,0.0,0.0
"Papaya juice, 100%",1 fl oz (no ice),31.0,10.0,14.51,0.34,0.15,3.0,0.17,5.0,18.0,3.0,0.0
Papaya nectar,1 fl oz (with ice),23.0,10.0,14.51,0.34,0.15,3.0,0.17,5.0,18.0,3.0,0.0
"Papaya, canned",Quantity not specified,125.0,15.0,13.1,0.19,0.21,16.0,0.35,7.0,30.0,36.5,0.0
"Papaya, dried",1 slice/chunk,8.0,54.0,75.43,0.69,0.84,56.0,1.25,22.0,62.0,32.4,0.0
"Papaya, raw",1 slice/chunk,40.0,20.0,10.82,0.25,0.26,21.0,0.47,8.0,47.0,60.9,0.0
"Parsley, raw",Quantity not specified,4.0,138.0,6.33,6.2,0.79,50.0,2.97,56.0,421.0,133.0,0.0
"Parsnips, cooked",1 cup,160.0,36.0,16.47,0.56,2.84,28.0,1.29,131.0,11.0,12.6,0.0
"Passion fruit juice, 100%",1 fl oz (no ice),31.0,4.0,13.6,0.24,0.05,17.0,0.39,6.0,36.0,29.8,0.0
Passion fruit nectar,Quantity not specified,248.0,3.0,17.39,0.1,0.06,7.0,0.16,4.0,14.0,11.9,0.0
"Passion fruit, raw",Quantity not specified,118.0,12.0,23.38,1.6,0.7,29.0,2.2,28.0,64.0,30.0,0.0
"Pasta with cream sauce and added vegetables, from home recipe",Quantity not specified,250.0,29.0,17.27,0.72,6.04,13.0,4.0,204.0,55.0,5.1,0.2
"Pasta with cream sauce and added vegetables, ready-to-heat",1 Spaghettio's snack size microwavable tray,170.0,29.0,16.9,0.7,7.72,12.0,3.92,340.0,53.0,5.0,0.2
"Pasta with cream sauce and added vegetables, restaurant",Quantity not specified,250.0,27.0,15.95,0.67,12.41,12.0,3.7,519.0,50.0,4.7,0.2
"Pasta with cream sauce and meat, home recipe",Quantity not specified,250.0,32.0,16.69,0.9,7.87,13.0,6.14,251.0,54.0,0.1,0.2
"Pasta with cream sauce and meat, ready-to-heat",1 Spaghettio's snack size microwavable tray,170.0,31.0,16.33,0.88,9.51,13.0,6.01,386.0,53.0,0.1,0.2
"Pasta with cream sauce and meat, restaurant",1 cup,250.0,30.0,15.41,0.84,14.1,12.0,5.67,562.0,50.0,0.1,0.2
"Pasta with cream sauce and poultry, home recipe",1 cup,250.0,31.0,16.69,0.76,7.03,13.0,6.32,250.0,55.0,0.1,0.2
"Pasta with cream sauce and poultry, ready-to-heat",1 Spaghettio's snack size microwavable tray,170.0,31.0,16.33,0.75,8.69,13.0,6.18,385.0,54.0,0.1,0.2
"Pasta with cream sauce and poultry, restaurant",Quantity not specified,250.0,29.0,15.41,0.72,13.33,12.0,5.83,561.0,51.0,0.1,0.2
"Pasta with cream sauce and seafood, home recipe",1 cup,250.0,39.0,16.96,0.89,6.48,14.0,5.86,261.0,60.0,0.3,0.2
"Pasta with cream sauce and seafood, ready-to-heat",1 cup,250.0,38.0,16.59,0.87,8.15,14.0,5.73,395.0,59.0,0.2,0.2
"Pasta with cream sauce and seafood, restaurant",Quantity not specified,250.0,36.0,15.66,0.83,12.82,13.0,5.4,572.0,56.0,0.2,0.2
"Pasta with cream sauce, home recipe",1 cup,250.0,35.0,16.85,0.68,7.7,11.0,4.03,266.0,66.0,0.1,0.3
"Pasta with cream sauce, meat, and added vegetables, home recipe",Quantity not specified,250.0,27.0,17.04,0.93,6.52,14.0,6.12,200.0,45.0,4.2,0.2
"Pasta with cream sauce, meat, and added vegetables, ready-to-heat",1 large microwavable bowl,411.0,26.0,16.67,0.91,8.19,14.0,5.99,336.0,44.0,4.1,0.2
"Pasta with cream sauce, meat, and added vegetables, restaurant",Quantity not specified,250.0,25.0,15.73,0.87,12.85,13.0,5.65,516.0,41.0,3.9,0.1
"Pasta with cream sauce, poultry, and added vegetables, home recipe",Quantity not specified,250.0,26.0,17.04,0.8,5.68,14.0,6.3,199.0,46.0,4.2,0.2
"Pasta with cream sauce, poultry, and added vegetables, ready-to-heat",1 microwavable cup,213.0,26.0,16.67,0.78,7.37,14.0,6.16,335.0,45.0,4.1,0.2
"Pasta with cream sauce, poultry, and added vegetables, restaurant",1 cup,250.0,25.0,15.73,0.75,12.08,13.0,5.81,515.0,42.0,3.9,0.2
"Pasta with cream sauce, ready-to-heat",1 cup,250.0,35.0,16.49,0.66,9.35,11.0,3.94,401.0,64.0,0.1,0.2
"Pasta with cream sauce, restaurant",1 cup,250.0,33.0,15.56,0.64,13.95,10.0,3.72,577.0,61.0,0.1,0.2
"Pasta with cream sauce, seafood, and added vegetables, home recipe",Quantity not specified,250.0,34.0,17.3,0.92,5.13,15.0,5.83,210.0,51.0,4.4,0.2
"Pasta with cream sauce, seafood, and added vegetables, ready-to-heat",1 can,425.0,33.0,16.93,0.91,6.83,15.0,5.71,346.0,50.0,4.3,0.2
"Pasta with cream sauce, seafood, and added vegetables, restaurant",Quantity not specified,250.0,32.0,15.97,0.86,11.57,14.0,5.38,525.0,47.0,4.0,0.1
"Pasta with sauce and meat, from school lunch",Quantity not specified,250.0,20.0,17.5,1.38,3.12,35.0,5.95,117.0,15.0,0.9,0.0
"Pasta with sauce, NFS",Quantity not specified,250.0,16.0,19.15,1.19,2.58,18.0,5.86,199.0,13.0,0.8,0.0
"Pasta with sauce, meatless, school lunch",Quantity not specified,250.0,20.0,19.44,1.26,1.6,37.0,3.78,88.0,16.0,1.0,0.0
Pasta with tomato-based sauce and beans or lentils,1 cup,227.0,36.0,20.94,1.73,2.28,30.0,5.23,250.0,11.0,0.7,0.0
Pasta with tomato-based sauce and cheese,Quantity not specified,250.0,50.0,14.98,0.9,4.83,18.0,3.74,403.0,33.0,1.2,0.0
"Pasta with tomato-based sauce and meat, home recipe",Quantity not specified,250.0,16.0,19.15,1.19,2.58,18.0,5.86,199.0,13.0,0.8,0.0
